,sentiment,totalScores,positive,negative
2020-01-03 00:00:00,0.016957248880358287,7815,0.75,0.25
2020-01-04 00:00:00,0.010513846903949292,2051,0.83,0.17
2020-01-05 00:00:00,0.009270578741065252,4337,0.78,0.22
2020-01-06 00:00:00,0.002527392795883362,5830,0.73,0.27
2020-01-07 00:00:00,0.0162009141135108,9955,0.78,0.22
2020-01-08 00:00:00,0.030693354377803624,6019,0.77,0.23
2020-01-09 00:00:00,0.03107580805076344,5043,0.76,0.24
2020-01-10 00:00:00,-0.0001521170610211706,4818,0.74,0.26
2020-01-11 00:00:00,0.014056818181818182,1100,0.81,0.19
2020-01-12 00:00:00,0.033793375796178346,2355,0.79,0.21
2020-01-13 00:00:00,0.03319509848831883,4366,0.76,0.24
2020-01-14 00:00:00,0.005868234937016239,6589,0.75,0.25
2020-01-15 00:00:00,0.012572528805336568,6596,0.76,0.24
2020-01-16 00:00:00,0.05223320494628016,4933,0.76,0.24
2020-01-17 00:00:00,0.04301326122736891,4253,0.76,0.24
2020-01-18 00:00:00,0.06253008565310493,934,0.84,0.16
2020-01-19 00:00:00,0.034491849529780565,1276,0.82,0.18
2020-01-20 00:00:00,0.012963553744907553,3191,0.77,0.23
2020-01-21 00:00:00,0.029271066708621774,6356,0.76,0.24
2020-01-22 00:00:00,0.016271688897238398,5323,0.75,0.25
2020-01-23 00:00:00,0.039249178082191784,5840,0.77,0.23
2020-01-24 00:00:00,0.004914924004192872,7632,0.75,0.25
2020-01-25 00:00:00,-0.03189895513214505,3254,0.77,0.23
2020-01-26 00:00:00,-0.002385110663983903,6461,0.76,0.24
2020-01-27 00:00:00,-0.006691481056257176,8710,0.72,0.28
2020-01-28 00:00:00,0.004961609826211943,7653,0.74,0.26
2020-01-29 00:00:00,-0.013578177874186552,6915,0.74,0.26
2020-01-30 00:00:00,0.0068672521120498,8996,0.76,0.24
2020-01-31 00:00:00,-0.007452061284144744,9921,0.74,0.26
2020-02-01 00:00:00,-0.030533895502645503,3024,0.77,0.23
2020-02-02 00:00:00,-0.03144892494929006,7395,0.74,0.26
2020-02-03 00:00:00,-0.0056224849094567405,5964,0.74,0.26
2020-02-04 00:00:00,0.011484096188003825,7319,0.78,0.22
2020-02-05 00:00:00,0.03290945019491867,7439,0.77,0.23
