,sentiment,totalScores,positive,negative
2018-06-18 00:00:00,0.10398597285067873,442,0.79,0.21
2018-06-19 00:00:00,0.11698765133171912,826,0.82,0.18
2018-06-20 00:00:00,0.16828413793103447,725,0.84,0.16
2018-06-21 00:00:00,0.08125987730061349,815,0.8,0.2
2018-06-22 00:00:00,0.09223076923076923,572,0.82,0.18
2018-06-23 00:00:00,0.08863837209302325,86,0.91,0.09
2018-06-24 00:00:00,0.05548433734939759,83,0.88,0.12
2018-06-25 00:00:00,0.025923185265438787,923,0.75,0.25
2018-06-26 00:00:00,0.1251675118858954,631,0.82,0.18
2018-06-27 00:00:00,0.027964592592592593,675,0.76,0.24
2018-06-28 00:00:00,0.13882507492507493,1001,0.84,0.16
2018-06-29 00:00:00,0.10185385674931129,726,0.81,0.19
2018-06-30 00:00:00,0.07076019417475728,103,0.82,0.18
2018-07-01 00:00:00,0.17399921259842518,127,0.91,0.09
2018-07-02 00:00:00,0.12139253112033195,482,0.83,0.17
2018-07-03 00:00:00,0.06938088235294118,408,0.83,0.17
2018-07-04 00:00:00,0.07065636363636363,110,0.84,0.16
2018-07-05 00:00:00,0.021723192019950127,401,0.76,0.24
2018-07-06 00:00:00,0.08081182795698925,465,0.82,0.18
2018-07-07 00:00:00,0.13425135135135136,74,0.86,0.14
2018-07-08 00:00:00,0.12421475409836065,122,0.86,0.14
2018-07-09 00:00:00,0.12981984732824428,524,0.84,0.16
2018-07-10 00:00:00,0.08477438330170778,527,0.81,0.19
2018-07-11 00:00:00,0.07726622998544395,687,0.77,0.23
2018-07-12 00:00:00,0.17858659320477502,1089,0.85,0.15
2018-07-13 00:00:00,0.0582285294117647,1020,0.79,0.21
2018-07-14 00:00:00,0.10825652173913043,207,0.84,0.16
2018-07-15 00:00:00,0.08966898734177216,158,0.82,0.18
2018-07-16 00:00:00,-0.011454199683042789,1893,0.73,0.27
2018-07-17 00:00:00,0.0902824862216779,1633,0.79,0.21
2018-07-18 00:00:00,0.07521624513618677,1028,0.79,0.21
2018-07-19 00:00:00,0.04770901722391084,987,0.75,0.25
2018-07-20 00:00:00,0.0647946251768034,707,0.76,0.24
2018-07-21 00:00:00,0.10916350364963504,137,0.93,0.07
2018-07-22 00:00:00,0.11931549295774646,142,0.85,0.15
2018-07-23 00:00:00,0.09138618219037871,977,0.82,0.18
2018-07-24 00:00:00,0.11625983412322274,844,0.81,0.19
2018-07-25 00:00:00,0.04874885100074129,1349,0.77,0.23
2018-07-26 00:00:00,0.04274675405742821,6408,0.77,0.23
2018-07-27 00:00:00,0.053260120391271634,2658,0.76,0.24
2018-07-28 00:00:00,0.07711947565543072,267,0.81,0.19
2018-07-29 00:00:00,0.09257752808988765,178,0.85,0.15
2018-07-30 00:00:00,-0.018664939550949913,1158,0.7,0.3
2018-07-31 00:00:00,0.051538158995815896,1195,0.74,0.26
2018-08-01 00:00:00,0.09810710227272729,704,0.82,0.18
2018-08-02 00:00:00,0.11818000000000001,780,0.82,0.18
2018-08-03 00:00:00,0.12327077798861481,527,0.83,0.17
2018-08-04 00:00:00,0.10373821138211382,123,0.86,0.14
2018-08-05 00:00:00,0.05477868852459016,122,0.89,0.11
2018-08-06 00:00:00,0.13720344827586206,464,0.84,0.16
2018-08-07 00:00:00,0.12211714285714287,490,0.86,0.14
2018-08-08 00:00:00,0.157290125,800,0.84,0.16
2018-08-09 00:00:00,0.09996913248150639,1487,0.8,0.2
2018-08-10 00:00:00,0.06762579750346741,721,0.73,0.27
2018-08-11 00:00:00,0.041353125,96,0.83,0.17
2018-08-12 00:00:00,0.09634833333333333,120,0.87,0.13
2018-08-13 00:00:00,0.054188047337278104,845,0.77,0.23
2018-08-14 00:00:00,0.08874063981042653,844,0.77,0.23
2018-08-15 00:00:00,0.07619165232358004,1162,0.73,0.27
2018-08-16 00:00:00,0.07859894514767932,948,0.78,0.22
2018-08-17 00:00:00,0.09040533515731873,731,0.77,0.23
2018-08-18 00:00:00,0.09941759259259259,108,0.84,0.16
2018-08-19 00:00:00,0.15166285714285715,140,0.9,0.1
2018-08-20 00:00:00,0.11854288224956064,569,0.8,0.2
2018-08-21 00:00:00,0.14360645161290322,744,0.81,0.19
2018-08-22 00:00:00,0.13342366522366522,693,0.82,0.18
2018-08-23 00:00:00,0.054473273273273275,666,0.78,0.22
2018-08-24 00:00:00,0.12357525252525253,594,0.82,0.18
2018-08-25 00:00:00,0.09337421875,128,0.84,0.16
