,sentiment,totalScores,positive,negative
2018-08-05 00:00:00,0.10465615384615384,130,0.85,0.15
2018-08-06 00:00:00,0.10501972972972973,1850,0.79,0.21
2018-08-07 00:00:00,0.029032069749810464,1319,0.75,0.25
2018-08-08 00:00:00,0.08054451901565995,894,0.78,0.22
2018-08-09 00:00:00,-0.01363046218487395,952,0.72,0.28
2018-08-10 00:00:00,0.00809890829694323,916,0.73,0.27
2018-08-11 00:00:00,0.053681560283687944,141,0.79,0.21
2018-08-12 00:00:00,0.03970049504950495,202,0.82,0.18
2018-08-13 00:00:00,0.019206666666666667,570,0.75,0.25
2018-08-14 00:00:00,0.02117220394736842,608,0.76,0.24
2018-08-15 00:00:00,0.035457024793388435,726,0.75,0.25
2018-08-16 00:00:00,-0.020251974110032364,1545,0.7,0.3
2018-08-17 00:00:00,0.04686900931414056,1181,0.75,0.25
2018-08-18 00:00:00,0.09254418604651163,172,0.79,0.21
2018-08-19 00:00:00,0.04557,140,0.76,0.24
2018-08-20 00:00:00,0.016776133651551315,838,0.72,0.28
2018-08-21 00:00:00,0.018388752783964367,898,0.73,0.27
2018-08-22 00:00:00,0.08333176206509539,891,0.79,0.21
2018-08-23 00:00:00,0.09074590377113134,769,0.78,0.22
2018-08-24 00:00:00,0.1346356725146199,684,0.79,0.21
2018-08-25 00:00:00,0.08939897959183674,98,0.8,0.2
