,sentiment,totalScores,positive,negative
2017-12-26 00:00:00,0.09866274509803921,51,0.88,0.12
2017-12-27 00:00:00,0.014345,60,0.8,0.2
2017-12-28 00:00:00,0.052009375,64,0.83,0.17
2017-12-29 00:00:00,0.11273239436619718,71,0.87,0.13
2017-12-30 00:00:00,0.0766,25,0.88,0.12
2017-12-31 00:00:00,-0.028587500000000002,24,0.83,0.17
2018-01-01 00:00:00,0.014679166666666667,24,0.83,0.17
2018-01-02 00:00:00,0.0638448275862069,116,0.85,0.15
2018-01-03 00:00:00,0.11133229166666668,96,0.9,0.1
2018-01-04 00:00:00,0.015673809523809524,84,0.81,0.19
2018-01-05 00:00:00,0.02495748031496063,127,0.84,0.16
2018-01-06 00:00:00,-0.10127555555555556,45,0.76,0.24
2018-01-07 00:00:00,0.08068222222222222,45,0.91,0.09
2018-01-08 00:00:00,0.09352761904761904,105,0.9,0.1
2018-01-09 00:00:00,0.011823684210526314,76,0.83,0.17
2018-01-10 00:00:00,0.0623640625,64,0.88,0.12
2018-01-11 00:00:00,0.02500714285714286,56,0.84,0.16
2018-01-12 00:00:00,0.1336280303030303,132,0.88,0.12
2018-01-13 00:00:00,0.10661499999999999,40,0.93,0.07
2018-01-14 00:00:00,-0.007426923076923077,26,0.85,0.15
2018-01-15 00:00:00,0.01807111111111111,45,0.84,0.16
2018-01-16 00:00:00,0.10891515151515152,99,0.9,0.1
2018-01-17 00:00:00,0.0028234234234234237,111,0.81,0.19
2018-01-18 00:00:00,0.06891165048543689,103,0.85,0.15
2018-01-19 00:00:00,0.128691,100,0.93,0.07
2018-01-20 00:00:00,0.10681219512195121,41,0.9,0.1
2018-01-21 00:00:00,-0.0056071428571428565,42,0.83,0.17
2018-01-22 00:00:00,0.04517647058823529,204,0.86,0.14
2018-01-23 00:00:00,0.05050257731958763,194,0.86,0.14
2018-01-24 00:00:00,-0.0362954802259887,177,0.79,0.21
2018-01-25 00:00:00,0.06492774869109948,191,0.85,0.15
2018-01-26 00:00:00,0.0355953125,192,0.84,0.16
2018-01-27 00:00:00,0.0025835106382978723,188,0.85,0.15
2018-01-28 00:00:00,-0.011754430379746834,158,0.85,0.15
2018-01-29 00:00:00,0.010837037037037037,54,0.87,0.13
2018-01-30 00:00:00,0.013536065573770493,183,0.79,0.21
2018-01-31 00:00:00,0.035010454545454546,220,0.86,0.14
2018-02-01 00:00:00,0.03410592705167173,658,0.83,0.17
2018-02-02 00:00:00,0.08544560570071259,421,0.81,0.19
2018-02-03 00:00:00,0.05513378378378379,74,0.8,0.2
2018-02-04 00:00:00,0.10104666666666667,45,0.87,0.13
2018-02-05 00:00:00,0.0912233918128655,171,0.84,0.16
2018-02-06 00:00:00,0.028013793103448273,174,0.78,0.22
2018-02-07 00:00:00,0.03387467532467533,154,0.8,0.2
2018-02-08 00:00:00,0.09144761904761904,147,0.81,0.19
2018-02-09 00:00:00,0.12813260869565218,230,0.86,0.14
2018-02-10 00:00:00,0.06732954545454545,44,0.93,0.07
2018-02-11 00:00:00,0.051296,50,0.86,0.14
2018-02-12 00:00:00,0.08246788321167883,137,0.82,0.18
2018-02-13 00:00:00,0.01596875,112,0.85,0.15
2018-02-14 00:00:00,0.0839,98,0.84,0.16
2018-02-15 00:00:00,0.08588378378378378,111,0.84,0.16
2018-02-16 00:00:00,0.07668807339449542,109,0.84,0.16
2018-02-17 00:00:00,0.044623809523809524,42,0.88,0.12
2018-02-18 00:00:00,0.0714030303030303,33,0.88,0.12
2018-02-19 00:00:00,-0.03738048780487805,41,0.8,0.2
2018-02-20 00:00:00,0.03612,85,0.85,0.15
2018-02-21 00:00:00,0.12246283783783785,148,0.86,0.14
2018-02-22 00:00:00,0.1082968085106383,94,0.87,0.13
2018-02-23 00:00:00,0.11895757575757575,99,0.88,0.12
2018-02-24 00:00:00,0.10233333333333333,48,0.92,0.08
2018-02-25 00:00:00,-0.048221428571428575,42,0.76,0.24
2018-02-26 00:00:00,-0.0014577586206896552,116,0.81,0.19
2018-02-27 00:00:00,0.12883388429752066,121,0.89,0.11
2018-02-28 00:00:00,0.02048543689320388,103,0.8,0.2
2018-03-01 00:00:00,0.02434491525423729,118,0.81,0.19
2018-03-02 00:00:00,-0.015480909090909092,110,0.76,0.24
2018-03-03 00:00:00,0.07038,40,0.88,0.12
2018-03-04 00:00:00,0.06633,30,0.87,0.13
2018-03-05 00:00:00,0.08621379310344827,87,0.86,0.14
2018-03-06 00:00:00,-0.0011512820512820513,78,0.81,0.19
2018-03-07 00:00:00,-0.009230851063829787,94,0.77,0.23
2018-03-08 00:00:00,0.16199411764705882,119,0.87,0.13
2018-03-09 00:00:00,0.12021507936507937,126,0.84,0.16
2018-03-10 00:00:00,0.0331,48,0.88,0.12
2018-03-11 00:00:00,0.0295875,32,0.81,0.19
2018-03-12 00:00:00,0.10365909090909091,110,0.86,0.14
2018-03-13 00:00:00,0.06148839285714286,112,0.82,0.18
2018-03-14 00:00:00,0.009920338983050848,177,0.79,0.21
2018-03-15 00:00:00,0.04624028776978417,139,0.86,0.14
2018-03-16 00:00:00,0.023884042553191487,94,0.81,0.19
2018-03-17 00:00:00,0.09338484848484849,33,0.91,0.09
2018-03-18 00:00:00,0.11076046511627906,43,0.88,0.12
2018-03-19 00:00:00,-0.019583246073298432,191,0.77,0.23
2018-03-20 00:00:00,0.019555813953488373,215,0.79,0.21
2018-03-21 00:00:00,0.04712226890756303,238,0.81,0.19
2018-03-22 00:00:00,0.0006575609756097561,205,0.79,0.21
2018-03-23 00:00:00,0.025557416267942584,209,0.81,0.19
2018-03-24 00:00:00,0.020753846153846154,65,0.77,0.23
2018-03-25 00:00:00,-0.04097826086956522,69,0.83,0.17
2018-03-26 00:00:00,0.07500383480825959,339,0.81,0.19
2018-03-27 00:00:00,0.013703076923076924,325,0.76,0.24
2018-03-28 00:00:00,-0.0009025641025641026,312,0.76,0.24
2018-03-29 00:00:00,0.11071188524590164,244,0.82,0.18
2018-03-30 00:00:00,0.0504625,64,0.86,0.14
2018-03-31 00:00:00,0.010722222222222222,54,0.89,0.11
2018-04-01 00:00:00,0.032966666666666665,54,0.91,0.09
2018-04-02 00:00:00,0.07451943127962085,211,0.81,0.19
2018-04-03 00:00:00,0.0868541463414634,205,0.85,0.15
2018-04-04 00:00:00,0.10793286713286714,286,0.84,0.16
2018-04-05 00:00:00,0.019743778801843317,217,0.74,0.26
2018-04-06 00:00:00,-0.12730585365853658,205,0.68,0.32
2018-04-07 00:00:00,0.06205192307692308,52,0.85,0.15
2018-04-08 00:00:00,0.055384042553191494,94,0.86,0.14
2018-04-09 00:00:00,-0.005956353591160222,181,0.8,0.2
2018-04-10 00:00:00,0.11395485714285715,175,0.87,0.13
2018-04-11 00:00:00,0.0324814606741573,178,0.82,0.18
2018-04-12 00:00:00,0.06462999999999999,130,0.8,0.2
2018-04-13 00:00:00,0.030530487804878048,164,0.77,0.23
